treatment,participant.id_in_session,participant.code,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,player.id_in_group,player.random_block,player.random_order,player.control_question1,player.control_question2,player.alternative1,player.policy_choice,player.Price_UR_A,player.Price_UN_A,player.Price_O_A,player.EV_A,player.Revenue_A,player.Price_UR_B,player.Price_UN_B,player.Price_O_B,player.EV_B,player.Revenue_B,player.attributes_binary_1,player.attributes_binary_2,player.attributes_binary_3,player.attributes_binary_4,player.attributes_binary_5,subsession.round_number,session.code
Road Pricing,269,lhana9pt,169,169,A_Planet3_ES,End,45:34.6,1,269,6,615720346,,,,1,3,3,2,1,3,4,4,3,3,4,,,,,,6,uln4i2w2
Social Norm,270,7s5p6atu,169,169,A_Planet3_ES,End,39:59.8,1,270,5,545613027,,,,1,2,2,3,3,3,4,3,2,2,1,,,,,,6,uln4i2w2
Baseline,271,vw95jws5,169,169,A_Planet3_ES,End,23:38.0,1,271,2,225601437,,,,3,3,2,3,2,5,2,1,2,1,3,,,,,,6,uln4i2w2
Pollution,272,a6r2q1fk,169,169,A_Planet3_ES,End,41:23.3,1,272,5,540257361,,,,2,2,1,4,3,1,3,2,1,4,2,,,,,,6,uln4i2w2
Public Services,273,w9soq5rw,169,169,A_Planet3_ES,End,41:35.4,1,273,2,260512734,,,,2,3,1,4,4,4,4,3,2,3,2,,,,,,6,uln4i2w2
Road Pricing,274,1e36dal6,169,169,A_Planet3_ES,End,01:59.2,1,274,0,32056714,,,,1,3,1,1,3,4,1,1,3,2,5,,,,,,6,uln4i2w2
Social Norm,275,f4eq8z4d,169,169,A_Planet3_ES,End,35:09.3,1,275,0,42750136,,,,1,3,4,3,1,4,4,2,1,3,2,,,,,,6,uln4i2w2
Baseline,276,3mcrze9h,169,169,A_Planet3_ES,End,36:10.7,1,276,6,612376450,,,,2,3,4,2,3,5,4,2,1,4,1,,,,,,6,uln4i2w2
Pollution,277,ru77h66k,169,169,A_Planet3_ES,End,08:05.2,1,277,7,742306157,,,,3,3,4,4,2,2,1,1,3,1,5,,,,,,6,uln4i2w2
Public Services,278,mqzxt6s3,169,169,A_Planet3_ES,End,13:37.5,1,278,5,551372604,,,,2,4,1,2,3,4,3,3,4,4,5,,,,,,6,uln4i2w2
Road Pricing,279,ql1twpop,169,169,A_Planet3_ES,End,29:05.9,1,279,4,476514320,,,,3,2,1,1,2,2,4,2,4,3,4,,,,,,6,uln4i2w2
Social Norm,280,49rr85te,169,169,A_Planet3_ES,End,56:27.4,1,280,0,62013574,,,,2,3,3,2,4,1,4,4,4,2,5,,,,,,6,uln4i2w2
Baseline,281,jlo6442n,169,169,A_Planet3_ES,End,58:46.5,1,281,0,37612540,,,,2,4,4,4,2,5,3,3,2,4,1,,,,,,6,uln4i2w2
Pollution,282,gg8ko6p0,169,169,A_Planet3_ES,End,21:32.5,1,282,4,453240716,,,,1,4,4,3,1,1,2,1,4,4,5,,,,,,6,uln4i2w2
Public Services,283,7r44bqmz,169,169,A_Planet3_ES,End,29:09.1,1,283,2,271253460,,,,2,2,1,2,1,3,3,2,3,2,5,,,,,,6,uln4i2w2
Road Pricing,284,5opullri,169,169,A_Planet3_ES,End,37:01.4,1,284,6,651763420,,,,2,4,2,1,4,1,3,4,2,3,5,,,,,,6,uln4i2w2
Social Norm,285,2ckjnw69,169,169,A_Planet3_ES,End,29:55.4,1,285,4,463410275,,,,3,4,2,2,2,4,2,1,4,3,1,,,,,,6,uln4i2w2
Baseline,286,dq5vdyxt,169,169,A_Planet3_ES,End,22:01.0,1,286,3,375412036,,,,2,4,3,2,4,5,3,4,3,2,1,,,,,,6,uln4i2w2
Pollution,287,24zavgfb,169,169,A_Planet3_ES,End,56:01.3,1,287,2,264573120,,,,1,3,4,4,4,3,1,1,3,2,4,,,,,,6,uln4i2w2
Public Services,288,ac5dpxqa,169,169,A_Planet3_ES,End,12:08.7,1,288,7,731405627,,,,3,3,1,2,2,5,4,3,1,3,3,,,,,,6,uln4i2w2
Road Pricing,289,ghlcrg8a,169,169,A_Planet3_ES,End,21:52.7,1,289,5,560713425,,,,1,3,3,2,3,1,4,1,3,1,3,,,,,,6,uln4i2w2
Baseline,291,mmxp1r7r,169,169,A_Planet3_ES,End,11:57.9,1,291,6,643657210,,,,3,4,4,2,1,2,3,1,3,3,4,,,,,,6,uln4i2w2
Pollution,292,rb5hqtd2,169,169,A_Planet3_ES,End,26:40.7,1,292,2,221456037,,,,2,4,2,3,3,1,2,1,1,2,4,,,,,,6,uln4i2w2
Public Services,293,0msu1j7j,169,169,A_Planet3_ES,End,07:53.3,1,293,7,762714305,,,,1,1,1,1,4,1,4,3,3,2,4,,,,,,6,uln4i2w2
Road Pricing,294,mb86sa8c,169,169,A_Planet3_ES,End,08:38.8,1,294,1,176415230,,,,2,1,1,2,2,3,4,4,1,1,2,,,,,,6,uln4i2w2
Social Norm,295,b1dwyumm,169,169,A_Planet3_ES,End,21:28.1,1,295,7,715260374,,,,2,1,1,1,4,1,4,3,3,2,4,,,,,,6,uln4i2w2
Baseline,296,efidc6vw,169,169,A_Planet3_ES,End,13:00.6,1,296,6,631267054,,,,3,3,1,3,1,5,2,2,2,2,2,,,,,,6,uln4i2w2
Pollution,297,1csaja5j,169,169,A_Planet3_ES,End,13:48.4,1,297,7,765301724,,,,1,2,2,4,4,2,3,4,1,1,3,,,,,,6,uln4i2w2
Public Services,298,ek56lqts,169,169,A_Planet3_ES,End,38:10.8,1,298,1,141673250,,,,3,1,1,2,2,3,4,4,1,1,2,,,,,,6,uln4i2w2
Road Pricing,299,6ns96kzs,169,169,A_Planet3_ES,End,19:38.9,1,299,5,523047516,,,,1,3,4,2,4,2,4,3,3,2,1,,,,,,6,uln4i2w2
Social Norm,300,3w25c0m1,169,169,A_Planet3_ES,End,36:00.8,1,300,5,554016723,,,,1,3,1,2,2,5,4,3,3,1,2,,,,,,6,uln4i2w2
Baseline,301,6i0h5wi4,169,169,A_Planet3_ES,End,28:41.2,1,301,4,445173620,,,,2,1,1,4,1,2,3,3,2,3,5,,,,,,6,uln4i2w2
Pollution,302,ffb96eam,169,169,A_Planet3_ES,End,09:05.3,1,302,7,727510436,,,,2,1,1,1,3,2,2,2,4,4,3,,,,,,6,uln4i2w2
Public Services,303,i5eg5b0r,169,169,A_Planet3_ES,End,23:23.4,1,303,7,747036215,,,,1,3,3,4,1,4,4,1,2,3,3,,,,,,6,uln4i2w2
Road Pricing,304,uw4hh2jw,169,169,A_Planet3_ES,End,35:02.0,1,304,0,5721643,,,,1,3,1,2,4,4,2,2,1,2,3,,,,,,6,uln4i2w2
Social Norm,305,4jze1n2r,169,169,A_Planet3_ES,End,06:52.1,1,305,1,105241367,,,,1,1,1,1,2,4,4,1,4,3,2,,,,,,6,uln4i2w2
Baseline,306,zqz532qu,169,169,A_Planet3_ES,End,14:02.4,1,306,2,261204735,,,,1,3,1,4,4,4,4,3,2,3,2,,,,,,6,uln4i2w2
Pollution,307,ltvgs7sv,169,169,A_Planet3_ES,End,34:51.5,1,307,6,634607152,,,,1,1,1,4,3,4,2,2,1,2,2,,,,,,6,uln4i2w2
Public Services,308,gudrr5pm,169,169,A_Planet3_ES,End,50:54.2,1,308,0,35701624,,,,3,3,1,2,4,4,2,2,1,2,3,,,,,,6,uln4i2w2
Road Pricing,309,7cedtfjx,169,169,A_Planet3_ES,End,33:56.6,1,309,3,324753061,,,,1,4,3,2,4,5,3,4,3,2,1,,,,,,6,uln4i2w2
Social Norm,310,we2x75pj,169,169,A_Planet3_ES,End,01:33.6,1,310,1,171603245,,,,1,4,4,1,1,2,1,1,2,2,3,,,,,,6,uln4i2w2
Baseline,311,igkulx8h,169,169,A_Planet3_ES,End,10:17.1,1,311,5,527104536,,,,2,3,4,2,4,2,4,3,3,2,1,,,,,,6,uln4i2w2
Pollution,312,7i4hi98y,169,169,A_Planet3_ES,End,14:33.7,1,312,6,607635241,,,,3,3,1,3,3,4,4,4,2,1,2,,,,,,6,uln4i2w2
Public Services,313,n9zu972y,169,169,A_Planet3_ES,End,44:02.8,1,313,1,101273654,,,,3,3,4,1,2,1,4,3,2,1,5,,,,,,6,uln4i2w2
Road Pricing,314,o5y27rxx,169,169,A_Planet3_ES,End,30:22.7,1,314,6,631762054,,,,3,2,2,2,2,2,3,1,3,1,5,,,,,,6,uln4i2w2
Social Norm,315,fctjiy03,169,169,A_Planet3_ES,End,27:54.4,1,315,6,663741052,,,,3,2,2,2,2,2,3,1,3,1,5,,,,,,6,uln4i2w2
Baseline,316,vfg2xvzh,169,169,A_Planet3_ES,End,46:20.9,1,316,0,5341672,,,,1,3,1,2,4,4,2,2,1,2,3,,,,,,6,uln4i2w2
Pollution,317,vxy1i9hq,169,169,A_Planet3_ES,End,29:30.6,1,317,3,326751340,,,,2,3,3,4,2,3,2,2,1,3,5,,,,,,6,uln4i2w2
Public Services,318,lufojmvn,169,169,A_Planet3_ES,End,05:05.8,1,318,7,716235740,,,,2,2,2,4,4,2,3,4,1,1,3,,,,,,6,uln4i2w2
Road Pricing,319,bibkwoeq,169,169,A_Planet3_ES,End,36:58.9,1,319,2,250463271,,,,2,4,3,1,3,4,3,4,3,1,3,,,,,,6,uln4i2w2
Social Norm,320,5bujm85s,169,169,A_Planet3_ES,End,32:29.0,1,320,0,51603472,,,,1,1,1,4,1,5,3,4,3,4,4,,,,,,6,uln4i2w2
Baseline,321,5y337x7e,169,169,A_Planet3_ES,End,13:50.6,1,321,4,442530671,,,,1,1,1,4,1,2,3,3,2,3,5,,,,,,6,uln4i2w2
Pollution,322,p7l67ukz,169,169,A_Planet3_ES,End,17:46.0,1,322,5,562570134,,,,2,4,4,1,3,4,3,1,3,2,2,,,,,,6,uln4i2w2
Public Services,323,p23no2x0,169,169,A_Planet3_ES,End,53:59.6,1,323,7,737012465,,,,2,1,1,1,3,2,2,2,4,4,3,,,,,,6,uln4i2w2
Road Pricing,324,nbqlqwhw,169,169,A_Planet3_ES,End,50:29.1,1,324,5,573126054,,,,2,4,3,2,2,1,2,2,3,3,3,,,,,,6,uln4i2w2
Social Norm,325,ald8i2vp,169,169,A_Planet3_ES,End,12:25.2,1,325,0,24701356,,,,1,3,1,1,3,3,2,2,4,1,4,,,,,,6,uln4i2w2
Baseline,326,ol1saa5z,169,169,A_Planet3_ES,End,21:59.7,1,326,6,664057123,,,,2,2,2,1,2,2,1,1,4,3,4,,,,,,6,uln4i2w2
Public Services,328,0l2vcpx9,169,169,A_Planet3_ES,End,34:26.2,1,328,6,602457631,,,,1,2,2,2,4,5,3,1,1,1,2,,,,,,6,uln4i2w2
Road Pricing,329,qhy5uo0t,169,169,A_Planet3_ES,End,11:53.4,1,329,2,270623145,,,,1,3,4,4,4,3,1,1,3,2,4,,,,,,6,uln4i2w2
Social Norm,330,80erot00,169,169,A_Planet3_ES,End,10:43.6,1,330,2,272051463,,,,2,2,1,2,1,3,3,2,3,2,5,,,,,,6,uln4i2w2
Baseline,331,hugol910,169,169,A_Planet3_ES,End,09:40.6,1,331,5,514762530,,,,3,3,4,2,4,2,4,3,3,2,1,,,,,,6,uln4i2w2
Pollution,332,e7h9rbd1,169,169,A_Planet3_ES,End,52:42.8,1,332,0,64307152,,,,3,3,4,3,1,4,4,2,1,3,2,,,,,,6,uln4i2w2
Public Services,333,rsbs1p9q,169,169,A_Planet3_ES,End,24:22.2,1,333,2,257604213,,,,2,3,4,3,1,3,4,3,1,3,4,,,,,,6,uln4i2w2
Road Pricing,334,q0dydon9,169,169,A_Planet3_ES,End,06:07.5,1,334,6,621536470,,,,2,4,2,1,4,1,3,4,2,3,5,,,,,,6,uln4i2w2
Social Norm,335,f479a1b0,169,169,A_Planet3_ES,End,39:26.8,1,335,4,476503214,,,,2,4,2,2,2,4,2,1,4,3,1,,,,,,6,uln4i2w2
Baseline,336,qt2e9f7u,169,169,A_Planet3_ES,End,10:56.7,1,336,5,535140672,,,,2,4,1,2,3,4,3,3,4,4,5,,,,,,6,uln4i2w2
Pollution,337,y12trzda,169,169,A_Planet3_ES,End,51:07.0,1,337,4,470653214,,,,1,4,2,2,2,4,2,1,4,3,1,,,,,,6,uln4i2w2
Public Services,338,7qxsg9eo,169,169,A_Planet3_ES,End,26:04.9,1,338,7,736517402,,,,1,1,1,1,3,2,2,2,4,4,3,,,,,,6,uln4i2w2
Road Pricing,339,sc4brc2t,169,169,A_Planet3_ES,End,42:29.1,1,339,1,145320716,,,,1,3,2,1,2,1,4,4,3,1,2,,,,,,6,uln4i2w2
Social Norm,340,8rdefmgd,169,169,A_Planet3_ES,End,09:21.8,1,340,4,475403621,,,,3,3,3,2,3,5,1,1,4,1,2,,,,,,6,uln4i2w2
Baseline,341,d7s9vzd3,169,169,A_Planet3_ES,End,30:02.1,1,341,5,515742306,,,,1,2,1,4,3,1,3,2,1,4,2,,,,,,6,uln4i2w2
Public Services,343,yr5ven0y,150,169,A_Planet3_ES,A3c,17:32.7,1,343,3,314075362,,,,1,3,3,4,2,3,2,2,1,3,5,,,,,,6,uln4i2w2
Road Pricing,344,n01qkm8k,169,169,A_Planet3_ES,End,27:11.9,1,344,1,173641520,,,,1,4,2,4,4,4,3,3,1,3,5,,,,,,6,uln4i2w2
Baseline,1,ooxl8r2l,169,169,A_Planet3_ES,End,52:53.9,1,1,4,445067231,,,,3,4,2,4,3,4,2,1,1,2,2,,,,,,7,uln4i2w2
Pollution,2,i6cytpys,169,169,A_Planet3_ES,End,27:59.7,1,2,0,5213467,,,,1,3,1,2,4,4,2,2,1,2,3,,,,,,7,uln4i2w2
Public Services,3,js43i4q6,169,169,A_Planet3_ES,End,15:31.7,1,3,7,727301546,,,,2,2,2,4,4,3,1,1,1,3,2,,,,,,7,uln4i2w2
Road Pricing,4,wjalnvbm,169,169,A_Planet3_ES,End,32:09.6,1,4,0,64507312,,,,1,4,2,1,3,2,3,4,3,1,4,,,,,,7,uln4i2w2
Social Norm,5,bt4ub78z,169,169,A_Planet3_ES,End,24:33.9,1,5,7,752760341,,,,2,1,1,1,3,2,2,2,4,4,3,,,,,,7,uln4i2w2
Baseline,6,5thamyfx,169,169,A_Planet3_ES,End,08:54.6,1,6,0,31407625,,,,3,3,2,1,1,5,4,3,4,2,3,,,,,,7,uln4i2w2
Pollution,7,8xnl007r,169,169,A_Planet3_ES,End,24:41.5,1,7,2,265437021,,,,1,4,3,1,3,4,3,4,3,1,3,,,,,,7,uln4i2w2
Public Services,8,wa9mirry,169,169,A_Planet3_ES,End,11:01.5,1,8,7,706253471,,,,3,2,2,4,4,2,3,4,1,1,3,,,,,,7,uln4i2w2
Road Pricing,9,7swa81a6,169,169,A_Planet3_ES,End,24:46.0,1,9,4,471032546,,,,3,4,2,4,1,1,3,3,3,4,3,,,,,,7,uln4i2w2
Social Norm,10,8utng60s,169,169,A_Planet3_ES,End,02:03.4,1,10,3,374325160,,,,1,4,1,2,4,5,3,3,4,3,4,,,,,,7,uln4i2w2
Baseline,11,iljz4kcr,169,169,A_Planet3_ES,End,54:06.3,1,11,0,75412306,,,,3,4,1,1,4,2,2,2,2,1,3,,,,,,7,uln4i2w2
Pollution,12,a74gqjmu,8,169,A_Planet1_ES,B6,06:07.8,1,12,,,,,,,,,,,,,,,,,,,,,,7,uln4i2w2
Public Services,13,g57v7f6b,169,169,A_Planet3_ES,End,00:06.7,1,13,1,161075432,,,,3,4,1,4,3,2,1,1,1,2,4,,,,,,7,uln4i2w2
Road Pricing,14,mjk6292s,169,169,A_Planet3_ES,End,58:03.4,1,14,0,62701453,,,,1,3,3,2,4,1,4,4,4,2,5,,,,,,7,uln4i2w2
Social Norm,15,b2zbxt87,169,169,A_Planet3_ES,End,17:16.1,1,15,2,204637125,,,,1,4,3,1,3,4,3,4,3,1,3,,,,,,7,uln4i2w2
Baseline,16,f7l8qaxj,169,169,A_Planet3_ES,End,26:40.5,1,16,7,705162734,,,,1,4,3,3,2,4,1,1,1,4,1,,,,,,7,uln4i2w2
Pollution,17,gc2yc6kb,169,169,A_Planet3_ES,End,00:40.1,1,17,4,457634102,,,,2,4,1,3,4,1,2,2,1,3,4,,,,,,7,uln4i2w2
Public Services,18,lceiue4p,169,169,A_Planet3_ES,End,52:30.5,1,18,5,546127530,,,,1,2,1,4,3,1,3,2,1,4,2,,,,,,7,uln4i2w2
Road Pricing,19,yhtytjg8,169,169,A_Planet3_ES,End,03:38.2,1,19,4,424735601,,,,2,2,2,1,3,4,4,1,3,4,1,,,,,,7,uln4i2w2
Social Norm,20,oce85yq5,169,169,A_Planet3_ES,End,37:56.9,1,20,2,253140267,,,,2,4,4,1,1,3,3,3,3,4,2,,,,,,7,uln4i2w2
Baseline,21,2x8lwzgs,169,169,A_Planet3_ES,End,16:30.4,1,21,2,230165427,,,,3,3,4,3,1,3,4,3,1,3,4,,,,,,7,uln4i2w2
Pollution,22,s3lur6hw,169,169,A_Planet3_ES,End,07:39.0,1,22,1,150617234,,,,2,4,1,4,3,2,1,1,1,2,4,,,,,,7,uln4i2w2
Public Services,23,xrbj74l6,169,169,A_Planet3_ES,End,56:58.5,1,23,2,271532046,,,,1,3,2,3,2,5,2,1,2,1,3,,,,,,7,uln4i2w2
Road Pricing,24,j632e8gi,169,169,A_Planet3_ES,End,52:17.6,1,24,2,215703642,,,,1,3,2,3,2,5,2,1,2,1,3,,,,,,7,uln4i2w2
Social Norm,25,vbrs1zxw,169,169,A_Planet3_ES,End,17:17.2,1,25,0,26703451,,,,1,4,4,4,2,5,3,3,2,4,1,,,,,,7,uln4i2w2
Baseline,26,dp91xtaq,169,169,A_Planet3_ES,End,59:31.1,1,26,7,715074263,,,,1,3,1,2,2,5,4,3,1,3,3,,,,,,7,uln4i2w2
Pollution,27,3wx4k804,169,169,A_Planet3_ES,End,08:37.4,1,27,7,724753160,,,,2,4,3,1,3,3,3,1,2,2,5,,,,,,7,uln4i2w2
Public Services,28,ku4wa0bo,169,169,A_Planet3_ES,End,39:47.2,1,28,5,504625173,,,,3,4,3,3,1,2,3,1,2,2,5,,,,,,7,uln4i2w2
Road Pricing,29,xqb85ccf,169,169,A_Planet3_ES,End,02:59.6,1,29,0,30251746,,,,1,3,4,3,4,4,1,1,4,1,5,,,,,,7,uln4i2w2
Social Norm,30,7bbx2y71,169,169,A_Planet3_ES,End,51:09.2,1,30,5,570163524,,,,1,1,1,3,3,2,2,2,1,1,5,,,,,,7,uln4i2w2
Baseline,31,blto2mcw,169,169,A_Planet3_ES,End,17:36.7,1,31,2,210473652,,,,3,1,1,4,3,5,4,2,2,2,3,,,,,,7,uln4i2w2
Pollution,32,x30bjs8t,169,169,A_Planet3_ES,End,00:08.4,1,32,4,437504612,,,,1,2,1,3,2,4,3,4,4,4,1,,,,,,7,uln4i2w2
Public Services,33,j1jyvbvz,169,169,A_Planet3_ES,End,14:49.2,1,33,6,624156370,,,,2,3,1,4,1,3,4,4,3,4,5,,,,,,7,uln4i2w2
Road Pricing,34,u64v8el2,169,169,A_Planet3_ES,End,51:31.4,1,34,1,123461570,,,,3,3,2,1,2,1,4,4,3,1,2,,,,,,7,uln4i2w2
Social Norm,35,04x8stxz,169,169,A_Planet3_ES,End,01:03.9,1,35,6,613207465,,,,1,2,2,2,4,5,3,1,1,1,2,,,,,,7,uln4i2w2
Baseline,36,i9o0qyx0,169,169,A_Planet3_ES,End,37:16.7,1,36,6,676523041,,,,2,3,4,2,3,5,4,2,1,4,1,,,,,,7,uln4i2w2
Pollution,37,06u8w2cd,169,169,A_Planet3_ES,End,43:51.2,1,37,6,613642057,,,,3,1,1,4,1,2,4,4,3,4,5,,,,,,7,uln4i2w2
Public Services,38,squ1qny3,169,169,A_Planet3_ES,End,29:05.4,1,38,3,302617534,,,,1,2,2,1,3,5,3,3,4,2,3,,,,,,7,uln4i2w2
Road Pricing,39,1nh05e9w,169,169,A_Planet3_ES,End,37:34.2,1,39,6,647152360,,,,2,3,1,1,1,2,2,2,2,4,5,,,,,,7,uln4i2w2
Social Norm,40,axzk9gj9,169,169,A_Planet3_ES,End,19:44.7,1,40,4,406752134,,,,2,2,1,1,2,2,4,2,4,3,4,,,,,,7,uln4i2w2
Baseline,41,0kr4ett4,1,169,A_Planet1_ES,A1,07:52.7,1,41,,,,,,,,,,,,,,,,,,,,,,7,uln4i2w2
Pollution,42,86t6doru,169,169,A_Planet3_ES,End,01:02.8,1,42,2,220731465,,,,3,4,4,1,1,3,3,3,3,4,2,,,,,,7,uln4i2w2
Public Services,43,m58iw3h4,169,169,A_Planet3_ES,End,06:25.8,1,43,1,146510273,,,,2,4,4,3,1,2,3,2,1,2,1,,,,,,7,uln4i2w2
Road Pricing,44,uhxmj0wy,169,169,A_Planet3_ES,End,41:35.2,1,44,4,471064325,,,,1,2,1,4,3,1,4,2,2,2,4,,,,,,7,uln4i2w2
Social Norm,45,mljhhksv,169,169,A_Planet3_ES,End,55:53.8,1,45,5,550714623,,,,2,2,2,1,1,5,1,1,3,3,2,,,,,,7,uln4i2w2
Baseline,46,mwllqpwo,169,169,A_Planet3_ES,End,04:55.7,1,46,7,724750136,,,,2,4,3,3,2,4,1,1,1,4,1,,,,,,7,uln4i2w2
Pollution,47,tklufas1,169,169,A_Planet3_ES,End,13:22.6,1,47,7,745620731,,,,2,1,1,1,4,1,4,3,3,2,4,,,,,,7,uln4i2w2
Public Services,48,n1jz31mj,169,169,A_Planet3_ES,End,50:29.7,1,48,1,165324170,,,,2,4,4,3,1,2,3,2,1,2,1,,,,,,7,uln4i2w2
Road Pricing,49,q8qluwoa,169,169,A_Planet3_ES,End,58:25.7,1,49,1,102351467,,,,1,4,3,2,1,5,3,4,1,2,1,,,,,,7,uln4i2w2
Social Norm,50,6qhl0fs6,169,169,A_Planet3_ES,End,14:24.3,1,50,4,407625134,,,,1,4,2,4,3,4,2,1,1,2,2,,,,,,7,uln4i2w2
Baseline,51,cuye6dd3,169,169,A_Planet3_ES,End,06:28.2,1,51,2,246317520,,,,2,3,4,3,1,3,4,3,1,3,4,,,,,,7,uln4i2w2
Pollution,52,ubf01yyz,169,169,A_Planet3_ES,End,36:50.9,1,52,3,356401327,,,,3,2,2,3,3,3,4,1,2,1,4,,,,,,7,uln4i2w2
Public Services,53,025baf3d,169,169,A_Planet3_ES,End,13:17.1,1,53,2,240617235,,,,2,3,2,4,1,1,1,1,1,2,3,,,,,,7,uln4i2w2
Road Pricing,54,u1sfa65t,169,169,A_Planet3_ES,End,27:17.0,1,54,5,523451706,,,,2,2,2,3,3,3,4,3,2,2,1,,,,,,7,uln4i2w2
Social Norm,55,f1gy2a1i,169,169,A_Planet3_ES,End,42:24.8,1,55,4,463257104,,,,3,2,2,1,3,4,4,1,3,4,1,,,,,,7,uln4i2w2
Baseline,56,00yymq0o,169,169,A_Planet3_ES,End,51:21.2,1,56,2,234210765,,,,1,3,3,3,4,2,4,4,1,1,3,,,,,,7,uln4i2w2
Pollution,57,sfblbvwk,169,169,A_Planet3_ES,End,11:31.5,1,57,5,521403765,,,,1,3,3,4,4,5,4,1,2,3,4,,,,,,7,uln4i2w2
Public Services,58,okgoorqe,169,169,A_Planet3_ES,End,05:07.6,1,58,0,31647250,,,,1,3,3,2,4,1,4,4,4,2,5,,,,,,7,uln4i2w2
Road Pricing,59,vdaxa6tc,169,169,A_Planet3_ES,End,32:56.5,1,59,4,403764152,,,,1,4,1,1,4,3,3,4,2,2,2,,,,,,7,uln4i2w2
Social Norm,60,o4o34ebb,169,169,A_Planet3_ES,End,59:42.6,1,60,7,772041356,,,,2,2,1,2,1,1,3,2,4,3,3,,,,,,7,uln4i2w2
Baseline,61,ucm1u4ag,169,169,A_Planet3_ES,End,02:17.8,1,61,6,645620731,,,,2,3,3,2,1,3,4,4,3,3,4,,,,,,7,uln4i2w2
Pollution,62,0heamljk,169,169,A_Planet3_ES,End,21:41.8,1,62,0,72035614,,,,2,3,4,3,1,4,4,2,1,3,2,,,,,,7,uln4i2w2
Public Services,63,qo94kr9x,169,169,A_Planet3_ES,End,59:01.7,1,63,5,501453276,,,,3,3,1,2,2,5,4,3,3,1,2,,,,,,7,uln4i2w2
Road Pricing,64,lqwx8yq8,169,169,A_Planet3_ES,End,39:33.9,1,64,2,201472536,,,,2,1,1,1,2,3,3,2,4,1,1,,,,,,7,uln4i2w2
Social Norm,65,m3gt87zy,169,169,A_Planet3_ES,End,19:42.9,1,65,2,242016357,,,,2,4,2,2,2,3,1,1,4,3,5,,,,,,7,uln4i2w2
Baseline,66,87r3ztc7,169,169,A_Planet3_ES,End,52:00.4,1,66,3,330745261,,,,2,3,3,4,3,4,4,1,2,4,5,,,,,,7,uln4i2w2
Pollution,67,bcqkcoin,169,169,A_Planet3_ES,End,57:40.8,1,67,7,745317062,,,,1,3,1,2,2,5,4,3,1,3,3,,,,,,7,uln4i2w2
Public Services,68,mxwgg2gu,169,169,A_Planet3_ES,End,26:19.4,1,68,5,530421657,,,,2,4,3,3,2,1,3,4,2,4,2,,,,,,7,uln4i2w2
Social Norm,70,knetg7bm,169,169,A_Planet3_ES,End,45:52.7,1,70,0,47650132,,,,2,2,2,4,1,4,3,1,1,3,3,,,,,,7,uln4i2w2
Baseline,71,hrd6w0r8,169,169,A_Planet3_ES,End,01:08.6,1,71,4,443105627,,,,3,2,1,4,3,1,4,2,2,2,4,,,,,,7,uln4i2w2
Pollution,72,kapv8l3b,169,169,A_Planet3_ES,End,27:49.0,1,72,7,715367204,,,,3,1,1,1,4,4,2,1,2,3,1,,,,,,7,uln4i2w2
Public Services,73,5rwmd8l6,169,169,A_Planet3_ES,End,31:17.6,1,73,0,3715264,,,,2,3,1,2,4,4,2,2,1,2,3,,,,,,7,uln4i2w2
Road Pricing,74,40ibzesx,169,169,A_Planet3_ES,End,01:44.6,1,74,0,2534617,,,,2,3,4,3,1,4,4,2,1,3,2,,,,,,7,uln4i2w2
Social Norm,75,9vtbeq8e,169,169,A_Planet3_ES,End,07:24.1,1,75,6,650437261,,,,2,2,2,2,4,5,3,1,1,1,2,,,,,,7,uln4i2w2
Baseline,76,aamf7pwl,169,169,A_Planet3_ES,End,23:34.7,1,76,4,435710426,,,,2,4,2,2,2,4,2,1,4,3,1,,,,,,7,uln4i2w2
Public Services,78,9lk12f65,169,169,A_Planet3_ES,End,44:01.1,1,78,6,632146057,,,,2,4,4,3,4,5,1,1,4,1,2,,,,,,7,uln4i2w2
Road Pricing,79,qp73ogxu,169,169,A_Planet3_ES,End,02:30.6,1,79,1,142760351,,,,2,4,2,4,4,4,3,3,1,3,5,,,,,,7,uln4i2w2
Social Norm,80,9brj2ixg,169,169,A_Planet3_ES,End,33:10.4,1,80,6,650714263,,,,1,3,1,1,1,2,2,2,2,4,5,,,,,,7,uln4i2w2
Baseline,81,qi09q0sa,169,169,A_Planet3_ES,End,34:36.1,1,81,6,640132765,,,,1,2,2,2,4,5,3,1,1,1,2,,,,,,7,uln4i2w2
Pollution,82,z4ro1c9x,169,169,A_Planet3_ES,End,43:07.9,1,82,4,420475163,,,,2,1,1,4,1,2,3,3,2,3,5,,,,,,7,uln4i2w2
Public Services,83,rjcuuycq,169,169,A_Planet3_ES,End,57:46.5,1,83,5,554126037,,,,2,2,1,4,3,1,3,2,1,4,2,,,,,,7,uln4i2w2
Road Pricing,84,j659sltz,169,169,A_Planet3_ES,End,05:47.8,1,84,2,270653421,,,,1,3,4,3,1,3,4,3,1,3,4,,,,,,7,uln4i2w2
Social Norm,85,2eqkjz0s,169,169,A_Planet3_ES,End,25:31.8,1,85,6,641523076,,,,3,3,1,4,1,3,4,4,3,4,5,,,,,,7,uln4i2w2
Baseline,86,q8zk1goq,169,169,A_Planet3_ES,End,01:35.2,1,86,5,515367204,,,,2,4,3,2,2,1,2,2,3,3,3,,,,,,7,uln4i2w2
